"schema";"uuid";"id";"type";"isHarvested";"title";"abstract"
"iso19139.ca.HNAP";"58ea48ab-f052-48ab-9c18-4353e51b8bea";"135";"METADATA";"n";"Harbour Porpoise Presence, Maritimes Region";"Harbour Porpoise presence in the Bay of Fundy and Port Hawkesbury Area Response Plan. The Coastal Oceanography and Ecosystem Research section (DFO Science) reviewed reported opportunistic whale sightings and local knowledge sources to estimate areas where Harbour Porpoises are seasonally present and delineate these areas.

A version of this dataset was created for the National Environmental Emergency Center (NEEC) following their data model and is available for download in the Resources section."
